"Record ID","Catalogue Number","Taxon Concept GUID","Scientific Name - original","Vernacular name - original","Scientific Name","Taxon Rank","Vernacular name","Kingdom","Phylum","Class","Order","Family","Genus","Species","Subspecies","Data Resource ID","Data Resource Name","Institution ID","Institution","Collection ID","Collection","Licence","Institution Code","Collection Code","Locality","Latitude - original","Longitude - original","Geodetic datum - original","Latitude","Longitude","Coordinate Precision","Coordinate Uncertainty in Metres","Country - parsed","State - parsed","Local Government Areas 2011","IMCRA 4 Regions","IBRA 7 Regions","Minimum elevation in meters","Maximum elevation in meters","Minimum depth in meters","Maximum depth in meters","Individual count","Collector","Year","Month","Day","Event Date - parsed","Verbatim event date","Basis Of Record - original","Basis Of Record","Occurrence status","Sex","Preparations","Outlier for layer","Taxonomic Quality","Location Quality"
"d2d7e5ff-1aaf-49aa-b96a-045032624ec7","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr570","Historical Bird Atlas","","","","","CC-BY-NC","","","","-27.2","140.2","","-27.2","140.2","","4500.0","Australia","South Australia","Unincorporated SA","","Channel Country","","","","","","","","","","","","","HumanObservation","present","","","","true","true"
"d1c1d0cc-6765-42dc-905c-112f150f1cb1","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr570","Historical Bird Atlas","","","","","CC-BY-NC","","","","-20.70","140.50","","-20.7","140.5","","54000.0","Australia","Queensland","Cloncurry (S)","","Mount Isa Inlier","","","","","","","","","","","","","HumanObservation","present","","","","true","true"
"d1748562-ad39-453c-a675-f690a341d109","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","LETTER-WINGED KITE","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1089","New South Wales Bird Atlassers","","","","","CC-BY","","","Ungarie District","","","","-33.633335","146.96667","","","Australia","New South Wales","Bland (A)","","NSW South Western Slopes","","","","","","22097","1972","","","1972-09-30","","","HumanObservation","present","","","","true","true"
"d154d0d6-7f60-4aa6-bdd7-74c8e959934f","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr359","BirdLife Australia, Birdata","","","","","CC-BY-NC","","","Simpson Desert","-25.12083","135.50420","WGS84/GDA94","-25.12083","135.5042","","100.0","Australia","Northern Territory","MacDonnell (S)","","Simpson Strzelecki Dunefields","","","","","","","","","25","","","","HumanObservation","present","","","","true","true"
"d1469c58-ea69-4463-84f9-adb827b62c5e","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","""Elanus scriptus""","""Letter-winged Kite""","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr571","First Bird Atlas","","","","","CC-BY-NC","","","","-36.08","146.91","","-36.08","146.91","","9000.0","Australia","New South Wales","Albury (C)","","NSW South Western Slopes","","","","","","","","","","","","","HumanObservation","present","","","","true","true"
"d137c0f9-c864-42be-b8c9-15f4d0c01415","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","""Elanus scriptus""","""Letter-winged Kite""","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr571","First Bird Atlas","","","","","CC-BY-NC","","","","-37.50","149.83","","-37.5","149.83","","4500.0","Australia","Victoria","East Gippsland (S)","","South East Corner","","","","","","","","","","","","","HumanObservation","present","","","","true","true"
"d092bbdb-f440-4528-847a-950c0e8846dc","R15","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr342","Museums Victoria provider for OZCAM","in16","Museums Victoria","co120","Museums Victoria Ornithology Collection","CC-BY","NMV","Ornithology","Queenscliff","-38.27","144.65","WGS84","-38.27","144.65","","","Australia","Victoria","Queenscliffe (B)","","South East Coastal Plain","","","","","1","Ninian Batchelor","","","","","","PreservedSpecimen","PreservedSpecimen","present","Unknown","specimenNature=Skin;specimenForm=Dry","","true","true"
"d06ec055-0f9f-4446-aa92-d32614e73795","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","""Elanus scriptus""","""Letter-winged Kite""","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr571","First Bird Atlas","","","","","CC-BY-NC","","","","-27.41","151.75","","-27.41","151.75","","9000.0","Australia","Queensland","Toowoomba (R)","","Brigalow Belt South","","","","","","","","","","","","","HumanObservation","present","","","","true","true"
"cf765251-dd16-458f-8dcd-7c5dc3fa8fb4","OPB427084-1","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr365","SA Fauna (BDBSA)","","","","","CC-BY 4.0 (Int)","","","","-29.1","140.1","WGS84","-29.1","140.1","","10050.0","Australia","South Australia","Unincorporated SA","","Simpson Strzelecki Dunefields","","","","","4","GATES J.A. Jody | STEWART H. Hafiz","","","","","","","HumanObservation","present","","","","true","true"
"cf4ac81c-43e9-4408-862f-9f939b76c0f5","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","""Elanus scriptus""","""Letter-winged Kite""","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr571","First Bird Atlas","","","","","CC-BY-NC","","","","-38.08","145.25","","-38.08","145.25","","9000.0","Australia","Victoria","Casey (C)","","South East Coastal Plain","","","","","","","","","","","","","HumanObservation","present","","","","true","true"
"cf0e8795-5c6d-41bc-8367-85f48d1776d3","OPB321406-1352360","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr365","SA Fauna (BDBSA)","","","","","CC-BY 4.0 (Int)","","","","-31.9","139.9","WGS84","-31.9","139.9","","11000.0","Australia","South Australia","Unincorporated SA","","Broken Hill Complex","","","","","1","SA ORNITHOLOGICAL ASSOCIATION  SAOA","","","","","","","HumanObservation","present","","","","true","true"
"cefd80a3-a3ae-4aa7-a04f-dcbeb42e5b31","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr570","Historical Bird Atlas","","","","","CC-BY-NC","","","","-35.0","137.5","","-35.0","137.5","","108000.0","Australia","South Australia","Yorke Peninsula (DC)","","Eyre Yorke Block","","","","","","","","","","","","","HumanObservation","present","","","","true","true"
"ced03cd9-7202-48f0-bd87-9b9bda638c16","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","LETTER-WINGED KITE","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1089","New South Wales Bird Atlassers","","","","","CC-BY","","","YARRANDALE","","","","-31.416666","148.58333","","","Australia","New South Wales","Gilgandra (A)","","Brigalow Belt South","","","","","","20871","1988","","","1988-03-01","","","HumanObservation","present","","","","true","true"
"cec4f54a-566f-49cf-8068-7d320d16e39c","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr570","Historical Bird Atlas","","","","","CC-BY-NC","","","","-32.8","138.3","","-32.8","138.3","","9000.0","Australia","South Australia","Mount Remarkable (DC)","","Flinders Lofty Block","","","","","","","","","","","","","HumanObservation","present","","","","true","true"
"ce6db5f4-b788-474f-9b64-9e8775c26f14","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr359","BirdLife Australia, Birdata","","","","","CC-BY-NC","","","Astrebla Downs NP","-24.11778","140.52170","WGS84/GDA94","-24.11778","140.5217","","100.0","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","","","","","","","","","9","","","","HumanObservation","present","","","","true","true"
"ce3b07d1-6952-4926-a0d5-de2db22aef89","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","LETTER-WINGED KITE","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1089","New South Wales Bird Atlassers","","","","","CC-BY","","","","","","","-34.25","142.25","","","Australia","New South Wales","Wentworth (A)","","Murray Darling Depression","","","","","","99999","","","","1977-01-01","","","HumanObservation","present","","","","true","true"
"cdb84866-c68c-442a-a825-c0d14d95f600","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","""Elanus scriptus""","""Letter-winged Kite""","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr571","First Bird Atlas","","","","","CC-BY-NC","","","","-25.50","142.50","","-25.5","142.5","","54000.0","Australia","Queensland","Barcoo (S)","","Channel Country","","","","","","","","","","","","","HumanObservation","present","","","","true","true"
"ccf6a8c0-ba91-440e-82e3-5a68568e02aa","OPB311276-1203275","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr365","SA Fauna (BDBSA)","","","","","CC-BY 4.0 (Int)","","","","-27.3","140.7","WGS84","-27.3","140.7","","11000.0","Australia","South Australia","Unincorporated SA","","Channel Country","","","","","50","SA ORNITHOLOGICAL ASSOCIATION  SAOA","","","","","","","HumanObservation","present","","","","true","true"
"ccdb1c20-7096-48f2-9997-81470a16377d","A.11857","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus Gould, 1842","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr340","Australian Museum provider for OZCAM","in4","Australian Museum","co11","Australian Museum Ornithology Collection","CC-BY","AM","Ornithology","","-33.866","144.866","","-33.866","144.866","","100000.0","Australia","New South Wales","Hay (A)","","Riverina","","","","","","BENNETT, K. H.","","","","","","PreservedSpecimen","PreservedSpecimen","present","Male","","","true","true"
"ccd0ad90-5775-4d6a-8946-ab8c8a80a575","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr570","Historical Bird Atlas","","","","","CC-BY-NC","","","","-31.50","145.50","","-31.5","145.5","","54000.0","Australia","New South Wales","Cobar (A)","","Cobar Peneplain","","","","","","","","","","","","","HumanObservation","present","","","","true","true"
"cc396b32-a9bb-4eb7-88c5-6c39a230cdfd","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr570","Historical Bird Atlas","","","","","CC-BY-NC","","","","-27.41","151.91","","-27.41","151.91","","9000.0","Australia","Queensland","Toowoomba (R)","","Brigalow Belt South","","","","","","","","","","","","","HumanObservation","present","","","","true","true"
"cc0c368e-baf5-4987-9085-8f86ab708249","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","""Elanus scriptus""","""Letter-winged Kite""","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr571","First Bird Atlas","","","","","CC-BY-NC","","","","-31.91","148.41","","-31.91","148.41","","9000.0","Australia","New South Wales","Gilgandra (A)","","Brigalow Belt South","","","","","","","","","","","","","HumanObservation","present","","","","true","true"
"cbfaf9de-aa08-4973-ae98-501f2ef7e761","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr570","Historical Bird Atlas","","","","","CC-BY-NC","","","","-36.25","141.58","","-36.25","141.58","","9000.0","Australia","Victoria","Hindmarsh (S)","","Murray Darling Depression","","","","","","","","","","","","","HumanObservation","present","","","","true","true"
"cb09cd37-18f6-4dbc-a166-b306c10f86f8","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr570","Historical Bird Atlas","","","","","CC-BY-NC","","","","-29.1","138.4","","-29.1","138.4","","54000.0","Australia","South Australia","Unincorporated SA","","Simpson Strzelecki Dunefields","","","","","","","","","","","","","HumanObservation","present","","","","true","true"
"ca7ffed0-9d70-42ef-8316-05b5f13a6f7e","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","","""Letter-winged Kite""","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr571","First Bird Atlas","","","","","CC-BY-NC","","","","-37.9","140.6","","-37.9","140.6","","9000.0","Australia","South Australia","Grant (DC)","","Naracoorte Coastal Plain","","","","","","","","","","","","","HumanObservation","present","","","","true","true"
"c9a74dc3-a77a-486d-bfa1-8eb6cedcf035","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","""Elanus scriptus""","""Letter-winged Kite""","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr571","First Bird Atlas","","","","","CC-BY-NC","","","","-12.41","130.91","","-12.41","130.91","","9000.0","Australia","Northern Territory","Darwin (C)","","Darwin Coastal","","","","","","","","","","","","","HumanObservation","present","","","","true","true"
"c93f229c-2670-4f94-a13e-e8bc4c8a6370","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr359","BirdLife Australia, Birdata","","","","","CC-BY-NC","","","","-27.3","140.7","WGS84/GDA94","-27.3","140.7","","100.0","Australia","South Australia","Unincorporated SA","","Channel Country","","","","","1","","","","","","","","HumanObservation","present","","","","true","true"
"c8f1dd71-c36e-4321-b469-25936ddb63e6","OPB43662-1236765","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr365","SA Fauna (BDBSA)","","","","","CC-BY 4.0 (Int)","","","","-27.6","138.2","WGS84","-27.6","138.2","","10050.0","Australia","South Australia","Unincorporated SA","","Simpson Strzelecki Dunefields","","","","","1","HOPTON D. Debbie","","","","","","","HumanObservation","present","","","","true","true"
"c8a909b8-06e9-4d81-a028-5825793dd78a","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr570","Historical Bird Atlas","","","","","CC-BY-NC","","","","-28.0","138.2","","-28.0","138.2","","54000.0","Australia","South Australia","Unincorporated SA","","Simpson Strzelecki Dunefields","","","","","","","","","","","","","HumanObservation","present","","","","true","true"
"c8770ab8-5713-49a5-95a9-32f50bbf8439","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr570","Historical Bird Atlas","","","","","CC-BY-NC","","","","-27.01","144.56","","-27.01","144.56","","4500.0","Australia","Queensland","Quilpie (S)","","Mulga Lands","","","","","","","","","","","","","HumanObservation","present","","","","true","true"
"c80100b6-4c09-46ae-bd55-03b5d0403991","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","","""Letter-winged Kite""","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr571","First Bird Atlas","","","","","CC-BY-NC","","","","-26.4","113.6","","-26.4","113.6","","9000.0","Australia","Western Australia","","Central Western Shelf Province","","","","","","","","","","","","","","HumanObservation","present","","","","true","false"
"c7eb5a4f-a6e3-4282-be89-d078f9f0d144","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","""Elanus scriptus""","""Letter-winged Kite""","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr571","First Bird Atlas","","","","","CC-BY-NC","","","","-12.50","132.50","","-12.5","132.5","","54000.0","Australia","Northern Territory","West Arnhem (S)","","Darwin Coastal","","","","","","","","","","","","","HumanObservation","present","","","","true","true"
"c788dfd3-3872-4cf8-8c68-49eed1c36c75","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr570","Historical Bird Atlas","","","","","CC-BY-NC","","","","-19.43","135.40","","-19.43","135.4","","18000.0","Australia","Northern Territory","Barkly (S)","","Davenport Murchison Ranges","","","","","","","","","","","","","HumanObservation","present","","","","true","true"
